game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
776990,Kansas City Royals,Cleveland Guardians,8.0,Over,,,,,,,,,,,,,,,,,,,,
777002,Pittsburgh Pirates,Arizona Diamondbacks,8.5,Over,,,,,,,,,,,,,,,,,,,,
777001,New York Yankees,Philadelphia Phillies,9.0,Under,Trea Turner,Kyle Schwarber,Bryce Harper,J.T. Realmuto,Brandon Marsh,Max Kepler,Edmundo Sosa,Bryson Stott,Johan Rojas,Trent Grisham,Paul Goldschmidt,Cody Bellinger,Giancarlo Stanton,Jazz Chisholm Jr.,Ben Rice,Anthony Volpe,Ryan McMahon,Jasson Domínguez,Ranger Suárez,Marcus Stroman
777003,Detroit Tigers,Toronto Blue Jays,7.0,Under,,,,,,,,,,,,,,,,,,,,
777010,Kansas City Royals,Cleveland Guardians,9.0,Under,Steven Kwan,Angel Martínez,José Ramírez,Kyle Manzardo,Carlos Santana,Gabriel Arias,Daniel Schneemann,Brayan Rocchio,Bo Naylor,Jonathan India,Bobby Witt Jr.,Vinnie Pasquantino,Maikel Garcia,Salvador Perez,Jac Caglianone,Adam Frazier,John Rave,Kyle Isbel,Gavin Williams,Michael Wacha
777000,Cincinnati Reds,Tampa Bay Rays,9.0,Over,,,,,,,,,,,,,,,,,,,,
776999,Baltimore Orioles,Colorado Rockies,9.5,Over,,,,,,,,,,,,,,,,,,,,
776991,Houston Astros,Athletics,7.5,Over,,,,,,,,,,,,,,,,,,,,
776993,Texas Rangers,Atlanta Braves,8.5,Under,,,,,,,,,,,,,,,,,,,,
776997,Minnesota Twins,Washington Nationals,9.0,Over,,,,,,,,,,,,,,,,,,,,
776992,St. Louis Cardinals,San Diego Padres,9.0,Over,,,,,,,,,,,,,,,,,,,,
776996,Milwaukee Brewers,Miami Marlins,8.5,Over,,,,,,,,,,,,,,,,,,,,
776998,Boston Red Sox,Los Angeles Dodgers,8.5,Over,,,,,,,,,,,,,,,,,,,,
776994,Chicago White Sox,Chicago Cubs,9.0,Over,,,,,,,,,,,,,,,,,,,,
776995,Los Angeles Angels,Seattle Mariners,8.5,Over,,,,,,,,,,,,,,,,,,,,
776985,San Francisco Giants,New York Mets,7.5,Under,,,,,,,,,,,,,,,,,,,,
