game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
776986,Baltimore Orioles,Colorado Rockies,9.5,Over,,,,,,,,,,,,,,,,,,,,
776984,Pittsburgh Pirates,Arizona Diamondbacks,7.5,Over,,,,,,,,,,,,,,,,,,,,
776983,Boston Red Sox,Los Angeles Dodgers,10.5,Over,,,,,,,,,,Roman Anthony,Alex Bregman,Jarren Duran,Trevor Story,Masataka Yoshida,Carlos Narváez,Wilyer Abreu,Ceddanne Rafaela,Abraham Toro,,Walker Buehler
776988,New York Yankees,Philadelphia Phillies,7.5,Over,,,,,,,,,,,,,,,,,,,,
776982,Cincinnati Reds,Tampa Bay Rays,9.5,Over,,,,,,,,,,,,,,,,,,,,
776987,Detroit Tigers,Toronto Blue Jays,8.5,Over,,,,,,,,,,,,,,,,,,,,
776976,Houston Astros,Athletics,8.0,Over,,,,,,,,,,,,,,,,,,,,
776978,Milwaukee Brewers,Miami Marlins,7.0,Over,,,,,,,,,,,,,,,,,,,,
776989,Chicago White Sox,Chicago Cubs,8.5,Over,,,,,,,,,,,,,,,,,,,,
776975,Kansas City Royals,Cleveland Guardians,8.5,Over,,,,,,,,,,,,,,,,,,,,
776980,St. Louis Cardinals,San Diego Padres,9.0,Over,,,,,,,,,,,,,,,,,,,,
776977,Los Angeles Angels,Seattle Mariners,8.5,Over,,,,,,,,,,,,,,,,,,,,
776981,Texas Rangers,Atlanta Braves,9.0,Under,,,,,,,,,,,,,,,,,,,,
776974,San Francisco Giants,New York Mets,8.0,Under,,,,,,,,,,,,,,,,,,,,
