game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
776759,Kansas City Royals,Washington Nationals,9.0,Under,James Wood,CJ Abrams,Luis García Jr.,Josh Bell,Nathaniel Lowe,Daylen Lile,Drew Millas,Brady House,Robert Hassell III,Mike Yastrzemski,Bobby Witt Jr.,Vinnie Pasquantino,Maikel Garcia,Salvador Perez,Adam Frazier,Jonathan India,John Rave,Kyle Isbel,Jake Irvin,Seth Lugo
776754,Chicago White Sox,Detroit Tigers,8.0,Over,Colt Keith,Gleyber Torres,Kerry Carpenter,Spencer Torkelson,Riley Greene,Wenceel Pérez,Javier Báez,Trey Sweeney,Jake Rogers,Kyle Teel,Lenyn Sosa,Colson Montgomery,Luis Robert Jr.,Andrew Benintendi,Miguel Vargas,Edgar Quero,Brooks Baldwin,Curtis Mead,Troy Melton,Shane Smith
776755,Milwaukee Brewers,Pittsburgh Pirates,7.0,Under,Ronny Simon,Spencer Horwitz,Bryan Reynolds,Tommy Pham,Nick Gonzales,Jack Suwinski,Joey Bart,Jared Triolo,Isiah Kiner-Falefa,Sal Frelick,Isaac Collins,William Contreras,Christian Yelich,Andrew Vaughn,Brice Turang,Blake Perkins,Anthony Seigler,Joey Ortiz,Mitch Keller,Brandon Woodruff
776758,St. Louis Cardinals,Colorado Rockies,8.0,Under,Tyler Freeman,Mickey Moniak,Ezequiel Tovar,Jordan Beck,Warming Bernabel,Kyle Karros,Yanquiel Fernández,Braxton Fulford,Adael Amador,Brendan Donovan,Iván Herrera,Masyn Winn,Alec Burleson,Nolan Gorman,Jordan Walker,Lars Nootbaar,Thomas Saggese,Pedro Pagés,Austin Gomber,Michael McGreevy
776749,San Francisco Giants,San Diego Padres,8.0,Under,Fernando Tatis Jr.,Luis Arraez,Manny Machado,Jackson Merrill,Xander Bogaerts,Ryan O'Hearn,Ramón Laureano,Jake Cronenworth,Elias Díaz,Heliot Ramos,Rafael Devers,Casey Schmitt,Dominic Smith,Willy Adames,Jung Hoo Lee,Christian Koss,Patrick Bailey,Drew Gilbert,Nick Pivetta,Kai-Wei Teng
776761,Baltimore Orioles,Seattle Mariners,8.5,Over,,,,,,,,,,,,,,,,,,,,
776746,Texas Rangers,Arizona Diamondbacks,8.0,Under,Geraldo Perdomo,Ketel Marte,Corbin Carroll,Adrian Del Castillo,Tyler Locklear,Jake McCarthy,Alek Thomas,James McCann,Blaze Alexander,Josh Smith,Corey Seager,Marcus Semien,Joc Pederson,Evan Carter,Jake Burger,Josh Jung,Jonah Heim,Ezequiel Duran,Zac Gallen,Merrill Kelly
776765,Cincinnati Reds,Philadelphia Phillies,8.5,Under,Trea Turner,Kyle Schwarber,Bryce Harper,J.T. Realmuto,Nick Castellanos,Brandon Marsh,Harrison Bader,Bryson Stott,Otto Kemp,TJ Friedl,Spencer Steer,Elly De La Cruz,Miguel Andujar,Austin Hays,Noelvi Marte,Tyler Stephenson,Santiago Espinal,Ke'Bryan Hayes,Cristopher Sánchez,Hunter Greene
776760,New York Yankees,Minnesota Twins,8.5,Under,,,,,,,,,,,,,,,,,,,,
776766,Cleveland Guardians,Miami Marlins,8.0,Over,,,,,,,,,,Steven Kwan,Daniel Schneemann,José Ramírez,Kyle Manzardo,C.J. Kayfus,Gabriel Arias,Angel Martínez,Bo Naylor,Brayan Rocchio,,Gavin Williams
776753,Houston Astros,Boston Red Sox,8.0,Over,,,,,,,,,,,,,,,,,,,,
776752,Los Angeles Angels,Los Angeles Dodgers,9.5,Over,,,,,,,,,,,,,,,,,,,,
776757,Toronto Blue Jays,Chicago Cubs,8.5,Over,,,,,,,,,,Nathan Lukes,Bo Bichette,Vladimir Guerrero Jr.,Addison Barger,Alejandro Kirk,Daulton Varsho,Joey Loperfido,Ernie Clement,Andrés Giménez,,Kevin Gausman
776756,New York Mets,Atlanta Braves,9.0,Under,,,,,,,,,,Francisco Lindor,Juan Soto,Brandon Nimmo,Pete Alonso,Jeff McNeil,Starling Marte,Cedric Mullins,Francisco Alvarez,Brett Baty,,David Peterson
776751,Athletics,Tampa Bay Rays,9.5,Over,,,,,,,,,,,,,,,,,,,,
